ImageId,Label
0,0.006049587016205331
1,0.9215454595108491
2,0.008836465289732936
3,0.05828578006255906
4,0.010705124370226088
5,0.004381835432833701
6,0.9339855584636095
7,0.007438072752626275
8,0.9299174209483362
9,0.01397355951659971
10,0.008373335965501986
11,0.010672070729923598
12,0.008521004386273193
13,0.9352467584844931
14,0.005203968762521341
15,0.09388794116508513
16,0.04379951127244863
17,0.004362211310529991
18,0.005296352708993806
19,0.9216302789066678
20,0.008553784692559864
21,0.003813155660602807
22,0.0025970299087072347
23,0.020427336746973317
24,0.008347724363957499
25,0.008486943583250176
26,0.0037835927286258898
27,0.01120505851330661
28,0.0026160137109956963
29,0.003184151088085122
30,0.011999942417473548
31,0.023137031402413754
32,0.009510338158745808
33,0.0055738152138812445
34,0.006594774419916437
35,0.005655110811405785
36,0.04975598461437209
37,0.016472988219398684
38,0.0018420721158812273
39,0.0818720656813167
40,0.008765634786946624
41,0.008328321876096034
42,0.0029490349758203673
43,0.0033444570782250292
44,0.004540961987982206
45,0.008449666709025498
46,0.00908023418496112
47,0.00731703970732863
48,0.009937380018805233
49,0.01068594300776477
50,0.005878878238151496
51,0.01238194534032184
52,0.004945784000977401
53,0.009017899510007081
54,0.006204338115546236
55,0.00917059259461584
56,0.0038442904958618193
57,0.024418584351740342
58,0.012350733188341336
59,0.5239551617360186
60,0.009401043181452063
61,0.0015988209860565592
62,0.008616623418873355
63,0.8514052061843667
64,0.9025241932956399
65,0.8805862898474329
66,0.004645771831698128
67,0.004620471151406084
68,0.9047458453163816
69,0.0017450387208340623
70,0.004426545621347883
71,0.017566042425258402
72,0.012876833493576384
73,0.006253257152075263
74,0.005937355853829089
75,0.0412829553119023
76,0.00658384396718012
77,0.003058140374877052
78,0.0047053366697832255
79,0.015202201259802726
80,0.016187810168045814
81,0.006325017552768472
82,0.0038206221278118398
83,0.7968721227984864
84,0.003240956194513324
85,0.00623610393813728
86,0.00328882691211088
87,0.015368352320082289
88,0.011282181147349019
89,0.010470149312452659
90,0.01420253406737137
91,0.8120769866670589
92,0.005325579845106467
93,0.005597779416820991
94,0.00470304215638991
95,0.007515285997518425
96,0.004041125810549088
97,0.006117705789057767
98,0.008843732486242145
99,0.003735956876315684
100,0.8601653078697632
101,0.009157994126254782
102,0.011313774921801483
103,0.9110310259332316
104,0.009033077694187928
105,0.011146047385705524
106,0.9208490345479964
107,0.012755796540095473
108,0.9288048595235762
109,0.005914578239973143
110,0.7994158871879113
111,0.9352844671382075
112,0.009667233011784687
113,0.003874666707289004
114,0.0038723856399021333
115,0.003995890824385284
116,0.007663011909110615
117,0.003954069264045625
118,0.015771804454750096
119,0.0043476725890727935
120,0.006151274511990572
121,0.008680809975656335
122,0.0077966363897929965
123,0.00291638108585142
124,0.005570143410824725
125,0.006327737813171693
126,0.006053858330331056
127,0.002863277586486923
128,0.004901820817345781
129,0.005797868016126434
130,0.008825472008546867
131,0.01386457254423621
132,0.0066221999264184815
133,0.889711876927843
134,0.9256479793548178
135,0.9101293385251473
136,0.006665565113949831
137,0.0038125885135184886
138,0.019052162134532105
139,0.4940150994265733
140,0.009942002487874064
141,0.01357875467749014
142,0.004301658812348195
143,0.014417231956994153
144,0.015241857749935353
145,0.007231159083330971
146,0.011105258297330814
147,0.007336924117055822
148,0.008988748152262305
149,0.019349800596587467
150,0.005545962670592473
151,0.010552679462366021
152,0.01594665905453818
153,0.007660175415679372
154,0.03208280432259919
155,0.005501294037162784
156,0.008887070234100276
157,0.012442658654494898
158,0.008926131801783655
159,0.004301791288106719
160,0.005889397706055319
161,0.8949477548690576
162,0.004619824654551878
163,0.10865115793941327
164,0.004043317994341868
165,0.01568274549914092
166,0.0032612594904261865
167,0.004506889929700784
168,0.009011122510742271
169,0.9257690564183042
170,0.020200904965106483
171,0.008610059163326375
172,0.003138667193149742
173,0.0035198443464456116
174,0.0038332642602752764
175,0.005147500927210454
176,0.0031524549430149234
177,0.008929322400399604
178,0.003889609012385768
179,0.003305397647989964
180,0.0037037979078463575
181,0.004147635814697625
182,0.007076127458140738
183,0.009806950186440797
184,0.0031425631665134668
185,0.00293342167550616
186,0.008068305699786414
187,0.0038425169944164995
188,0.010107658425454802
189,0.929171950603492
190,0.0037056372153726792
191,0.002947244642599106
192,0.0030477673086372285
193,0.004529686035435917
194,0.004319621619938277
195,0.9320492006350017
196,0.003133015469926346
197,0.008441745853559593
198,0.19651885135330505
199,0.002889893500553704
200,0.0038168715959331135
201,0.003104083763626149
202,0.8963404605906636
203,0.004776548766222495
204,0.003678874302234563
205,0.9340984841212564
206,0.007838607804258773
207,0.004710196268422337
208,0.022126760033123985
209,0.0042513312937701
